국적,목적,YearMonth,Headcount
키리바시,공용,2022-04-01,0
키리바시,유학연수,2022-04-01,0
키리바시,기타,2022-04-01,12
피  지,관광,2022-04-01,6
피  지,공용,2022-04-01,0
피  지,유학연수,2022-04-01,0
피  지,기타,2022-04-01,1
대양주 기타,관광,2022-04-01,8
대양주 기타,상용,2022-04-01,1
대양주 기타,공용,2022-04-01,3
대양주 기타,유학연수,2022-04-01,0
대양주 기타,기타,2022-04-01,13
아프리카주,관광,2022-04-01,354
아프리카주,상용,2022-04-01,108
아프리카주,공용,2022-04-01,46
아프리카주,유학연수,2022-04-01,46
아프리카주,기타,2022-04-01,681
남아프리카 공화국,관광,2022-04-01,103
남아프리카 공화국,상용,2022-04-01,2
남아프리카 공화국,공용,2022-04-01,3
남아프리카 공화국,유학연수,2022-04-01,1
남아프리카 공화국,기타,2022-04-01,171
나이지리아,관광,2022-04-01,5
나이지리아,상용,2022-04-01,10
나이지리아,공용,2022-04-01,4
나이지리아,유학연수,2022-04-01,7
나이지리아,기타,2022-04-01,17
이집트,관광,2022-04-01,50
이집트,상용,2022-04-01,21
이집트,공용,2022-04-01,4
이집트,유학연수,2022-04-01,4
이집트,기타,2022-04-01,99
아프리카주 기타,관광,2022-04-01,196
아프리카주 기타,상용,2022-04-01,75
아프리카주 기타,공용,2022-04-01,35
아프리카주 기타,유학연수,2022-04-01,34
아프리카주 기타,기타,2022-04-01,394
기 타,관광,2022-04-01,8
기 타,상용,2022-04-01,0
기 타,공용,2022-04-01,0
기 타,유학연수,2022-04-01,0
기 타,기타,2022-04-01,2140
교포,기타,2022-04-01,2139
미상,관광,2022-04-01,8
미상,상용,2022-04-01,0
미상,공용,2022-04-01,0
미상,유학연수,2022-04-01,0
미상,기타,2022-04-01,1
전 체, ,2022-04-01,127919
전 체, ,2022-04-01,0
아시아주,관광,2022-05-01,28022
아시아주,상용,2022-05-01,3543
아시아주,공용,2022-05-01,666
아시아주,유학연수,2022-05-01,3951
아시아주,기타,2022-05-01,41915
일  본,관광,2022-05-01,668
일  본,상용,2022-05-01,1314
일  본,공용,2022-05-01,19
일  본,유학연수,2022-05-01,751
일  본,기타,2022-05-01,949
인  도,관광,2022-05-01,1168
인  도,상용,2022-05-01,726
인  도,공용,2022-05-01,31
인  도,유학연수,2022-05-01,67
인  도,기타,2022-05-01,2258
베트남,관광,2022-05-01,722
베트남,상용,2022-05-01,241
베트남,공용,2022-05-01,51
베트남,유학연수,2022-05-01,1152
베트남,기타,2022-05-01,4263
미얀마,관광,2022-05-01,1330
미얀마,상용,2022-05-01,10
미얀마,공용,2022-05-01,0
미얀마,유학연수,2022-05-01,64
미얀마,기타,2022-05-01,4209
몽  골,관광,2022-05-01,453
몽  골,상용,2022-05-01,23
몽  골,공용,2022-05-01,151
몽  골,유학연수,2022-05-01,269
몽  골,기타,2022-05-01,265
스리랑카,관광,2022-05-01,34
스리랑카,상용,2022-05-01,13
스리랑카,공용,2022-05-01,0
스리랑카,유학연수,2022-05-01,2
스리랑카,기타,2022-05-01,708
파키스탄,관광,2022-05-01,47
파키스탄,상용,2022-05-01,59
파키스탄,공용,2022-05-01,5
파키스탄,유학연수,2022-05-01,116
파키스탄,기타,2022-05-01,382
방글라데시,관광,2022-05-01,102
방글라데시,상용,2022-05-01,45
방글라데시,공용,2022-05-01,33
방글라데시,유학연수,2022-05-01,21
방글라데시,기타,2022-05-01,894
중  국,관광,2022-05-01,1703
중  국,상용,2022-05-01,419
중  국,공용,2022-05-01,22
중  국,유학연수,2022-05-01,1024
중  국,기타,2022-05-01,8085
대  만,관광,2022-05-01,178
대  만,상용,2022-05-01,181
대  만,공용,2022-05-01,6
대  만,유학연수,2022-05-01,110
대  만,기타,2022-05-01,311
필리핀,관광,2022-05-01,4103
필리핀,상용,2022-05-01,49
필리핀,공용,2022-05-01,118
필리핀,유학연수,2022-05-01,27
필리핀,기타,2022-05-01,9822
홍  콩,관광,2022-05-01,81
홍  콩,상용,2022-05-01,103
홍  콩,공용,2022-05-01,4
홍  콩,유학연수,2022-05-01,72
홍  콩,기타,2022-05-01,47
태  국,관광,2022-05-01,7281
태  국,상용,2022-05-01,41
태  국,공용,2022-05-01,27
태  국,유학연수,2022-05-01,111
태  국,기타,2022-05-01,1312
말레이시아,관광,2022-05-01,1858
말레이시아,상용,2022-05-01,33
말레이시아,공용,2022-05-01,1
말레이시아,유학연수,2022-05-01,31
말레이시아,기타,2022-05-01,509
싱가포르,관광,2022-05-01,6043
싱가포르,상용,2022-05-01,224
싱가포르,공용,2022-05-01,5
싱가포르,유학연수,2022-05-01,16
싱가포르,기타,2022-05-01,488
인도네시아,관광,2022-05-01,2160
인도네시아,상용,2022-05-01,25
인도네시아,공용,2022-05-01,83
인도네시아,유학연수,2022-05-01,57
인도네시아,기타,2022-05-01,3318
아시아주 기타,관광,2022-05-01,91
아시아주 기타,상용,2022-05-01,37
아시아주 기타,공용,2022-05-01,110
아시아주 기타,유학연수,2022-05-01,61
아시아주 기타,기타,2022-05-01,4095
중 동,관광,2022-05-01,4720
중 동,상용,2022-05-01,461
중 동,공용,2022-05-01,65
중 동,유학연수,2022-05-01,257
중 동,기타,2022-05-01,4030
우즈베키스탄,관광,2022-05-01,47
우즈베키스탄,상용,2022-05-01,33
우즈베키스탄,공용,2022-05-01,7
우즈베키스탄,유학연수,2022-05-01,135
우즈베키스탄,기타,2022-05-01,2053
터  키,관광,2022-05-01,1317
터  키,상용,2022-05-01,8
터  키,공용,2022-05-01,6
터  키,유학연수,2022-05-01,21
터  키,기타,2022-05-01,668
이스라엘,관광,2022-05-01,406
이스라엘,상용,2022-05-01,6
이스라엘,공용,2022-05-01,0
이스라엘,유학연수,2022-05-01,5
이스라엘,기타,2022-05-01,28
이  란,관광,2022-05-01,91
이  란,상용,2022-05-01,5
이  란,공용,2022-05-01,3
이  란,유학연수,2022-05-01,9
이  란,기타,2022-05-01,30
카자흐스탄,관광,2022-05-01,2044
카자흐스탄,상용,2022-05-01,5
카자흐스탄,공용,2022-05-01,10
카자흐스탄,유학연수,2022-05-01,49
카자흐스탄,기타,2022-05-01,859
요르단,관광,2022-05-01,16
요르단,상용,2022-05-01,41
요르단,공용,2022-05-01,3
요르단,유학연수,2022-05-01,1
요르단,기타,2022-05-01,17
사우디아라비아,관광,2022-05-01,290
사우디아라비아,상용,2022-05-01,58
사우디아라비아,공용,2022-05-01,18
사우디아라비아,유학연수,2022-05-01,20
사우디아라비아,기타,2022-05-01,28
이라크,관광,2022-05-01,3
이라크,상용,2022-05-01,83
이라크,공용,2022-05-01,0
이라크,유학연수,2022-05-01,1
이라크,기타,2022-05-01,4
중 동 기타,관광,2022-05-01,506
중 동 기타,상용,2022-05-01,222
중 동 기타,공용,2022-05-01,18
중 동 기타,유학연수,2022-05-01,16
중 동 기타,기타,2022-05-01,343
미 주,관광,2022-05-01,34329
미 주,상용,2022-05-01,199
미 주,공용,2022-05-01,2120
미 주,유학연수,2022-05-01,183
미 주,기타,2022-05-01,14828
미  국,관광,2022-05-01,28486
미  국,상용,2022-05-01,160
미  국,공용,2022-05-01,2068
미  국,유학연수,2022-05-01,111
미  국,기타,2022-05-01,11665
에콰도르,관광,2022-05-01,68
에콰도르,상용,2022-05-01,0
에콰도르,공용,2022-05-01,2
에콰도르,유학연수,2022-05-01,3
에콰도르,기타,2022-05-01,4
쿠  바,관광,2022-05-01,2
쿠  바,상용,2022-05-01,0
쿠  바,공용,2022-05-01,1
쿠  바,유학연수,2022-05-01,0
쿠  바,기타,2022-05-01,1
캐나다,관광,2022-05-01,4345
캐나다,상용,2022-05-01,17
캐나다,공용,2022-05-01,11
캐나다,유학연수,2022-05-01,6
캐나다,기타,2022-05-01,2674
브라질,관광,2022-05-01,412
브라질,상용,2022-05-01,12
브라질,공용,2022-05-01,2
브라질,유학연수,2022-05-01,24
브라질,기타,2022-05-01,125
멕시코,관광,2022-05-01,367
멕시코,상용,2022-05-01,1
멕시코,공용,2022-05-01,3
멕시코,유학연수,2022-05-01,7
멕시코,기타,2022-05-01,208
칠  레,관광,2022-05-01,73
칠  레,상용,2022-05-01,4
칠  레,공용,2022-05-01,0
칠  레,유학연수,2022-05-01,10
칠  레,기타,2022-05-01,10
아르헨티나,관광,2022-05-01,79
아르헨티나,상용,2022-05-01,1
아르헨티나,공용,2022-05-01,2
아르헨티나,유학연수,2022-05-01,0
아르헨티나,기타,2022-05-01,30
콜롬비아,관광,2022-05-01,138
콜롬비아,상용,2022-05-01,0
콜롬비아,공용,2022-05-01,18
콜롬비아,유학연수,2022-05-01,13
콜롬비아,기타,2022-05-01,23
페  루,관광,2022-05-01,69
페  루,상용,2022-05-01,1
페  루,공용,2022-05-01,7
페  루,유학연수,2022-05-01,5
페  루,기타,2022-05-01,11
베네수엘라,관광,2022-05-01,21
베네수엘라,상용,2022-05-01,0
베네수엘라,공용,2022-05-01,0
베네수엘라,유학연수,2022-05-01,0
베네수엘라,기타,2022-05-01,16
미 주 기타,관광,2022-05-01,269
미 주 기타,상용,2022-05-01,3
미 주 기타,공용,2022-05-01,6
미 주 기타,유학연수,2022-05-01,4
미 주 기타,기타,2022-05-01,61
구 주,관광,2022-05-01,17839
구 주,상용,2022-05-01,441
구 주,공용,2022-05-01,120
구 주,유학연수,2022-05-01,397
구 주,기타,2022-05-01,9087
러시아(연방),관광,2022-05-01,1474
러시아(연방),상용,2022-05-01,58
러시아(연방),공용,2022-05-01,1
러시아(연방),유학연수,2022-05-01,85
러시아(연방),기타,2022-05-01,1897
폴란드,관광,2022-05-01,453
폴란드,상용,2022-05-01,8
폴란드,공용,2022-05-01,3
폴란드,유학연수,2022-05-01,7
폴란드,기타,2022-05-01,382
덴마크,관광,2022-05-01,369
덴마크,상용,2022-05-01,6
덴마크,공용,2022-05-01,2
덴마크,유학연수,2022-05-01,4
덴마크,기타,2022-05-01,80
그리스,관광,2022-05-01,297
그리스,상용,2022-05-01,15
그리스,공용,2022-05-01,2
그리스,유학연수,2022-05-01,0
그리스,기타,2022-05-01,106
스위스,관광,2022-05-01,432
스위스,상용,2022-05-01,3
스위스,공용,2022-05-01,2
스위스,유학연수,2022-05-01,4
스위스,기타,2022-05-01,35
노르웨이,관광,2022-05-01,318
노르웨이,상용,2022-05-01,9
노르웨이,공용,2022-05-01,0
노르웨이,유학연수,2022-05-01,6
노르웨이,기타,2022-05-01,49
스페인,관광,2022-05-01,613
스페인,상용,2022-05-01,7
스페인,공용,2022-05-01,5
스페인,유학연수,2022-05-01,23
스페인,기타,2022-05-01,166
루마니아,관광,2022-05-01,224
루마니아,상용,2022-05-01,6
루마니아,공용,2022-05-01,5
루마니아,유학연수,2022-05-01,0
루마니아,기타,2022-05-01,178
벨기에,관광,2022-05-01,371
벨기에,상용,2022-05-01,6
벨기에,공용,2022-05-01,3
벨기에,유학연수,2022-05-01,4
벨기에,기타,2022-05-01,143
독  일,관광,2022-05-01,3243
독  일,상용,2022-05-01,83
독  일,공용,2022-05-01,17
독  일,유학연수,2022-05-01,44
독  일,기타,2022-05-01,1325
영  국,관광,2022-05-01,2512
영  국,상용,2022-05-01,51
영  국,공용,2022-05-01,27
영  국,유학연수,2022-05-01,15
영  국,기타,2022-05-01,498
프랑스,관광,2022-05-01,3068
프랑스,상용,2022-05-01,86
프랑스,공용,2022-05-01,17
프랑스,유학연수,2022-05-01,120
프랑스,기타,2022-05-01,908
네덜란드,관광,2022-05-01,1002
네덜란드,상용,2022-05-01,13
네덜란드,공용,2022-05-01,6
네덜란드,유학연수,2022-05-01,13
네덜란드,기타,2022-05-01,952
우크라이나,관광,2022-05-01,252
우크라이나,상용,2022-05-01,11
우크라이나,공용,2022-05-01,0
우크라이나,유학연수,2022-05-01,7
우크라이나,기타,2022-05-01,776
이탈리아,관광,2022-05-01,968
이탈리아,상용,2022-05-01,28
이탈리아,공용,2022-05-01,2
이탈리아,유학연수,2022-05-01,32
이탈리아,기타,2022-05-01,282
불가리아,관광,2022-05-01,68
불가리아,상용,2022-05-01,2
불가리아,공용,2022-05-01,2
불가리아,유학연수,2022-05-01,1
불가리아,기타,2022-05-01,178
스웨덴,관광,2022-05-01,465
스웨덴,상용,2022-05-01,12
스웨덴,공용,2022-05-01,3
스웨덴,유학연수,2022-05-01,6
스웨덴,기타,2022-05-01,40
구 주 기타,관광,2022-05-01,1710
구 주 기타,상용,2022-05-01,37
구 주 기타,공용,2022-05-01,23
구 주 기타,유학연수,2022-05-01,26
구 주 기타,기타,2022-05-01,1092
대양주,관광,2022-05-01,3494
대양주,상용,2022-05-01,112
대양주,공용,2022-05-01,26
대양주,유학연수,2022-05-01,8
대양주,기타,2022-05-01,817
오스트레일리아,관광,2022-05-01,2968
오스트레일리아,상용,2022-05-01,94
오스트레일리아,공용,2022-05-01,23
오스트레일리아,유학연수,2022-05-01,4
오스트레일리아,기타,2022-05-01,524
뉴질랜드,관광,2022-05-01,516
뉴질랜드,상용,2022-05-01,18
뉴질랜드,공용,2022-05-01,1
뉴질랜드,유학연수,2022-05-01,0
뉴질랜드,기타,2022-05-01,276
키리바시,관광,2022-05-01,0
키리바시,공용,2022-05-01,0
키리바시,유학연수,2022-05-01,0
키리바시,기타,2022-05-01,4
피  지,관광,2022-05-01,9
피  지,공용,2022-05-01,2
피  지,유학연수,2022-05-01,0
피  지,기타,2022-05-01,6
대양주 기타,관광,2022-05-01,1
대양주 기타,상용,2022-05-01,0
대양주 기타,공용,2022-05-01,0
대양주 기타,유학연수,2022-05-01,4
대양주 기타,기타,2022-05-01,7
아프리카주,관광,2022-05-01,763
아프리카주,상용,2022-05-01,170
아프리카주,공용,2022-05-01,91
아프리카주,유학연수,2022-05-01,58
아프리카주,기타,2022-05-01,951
남아프리카 공화국,관광,2022-05-01,168
남아프리카 공화국,상용,2022-05-01,1
남아프리카 공화국,공용,2022-05-01,1
남아프리카 공화국,유학연수,2022-05-01,1
남아프리카 공화국,기타,2022-05-01,190
나이지리아,관광,2022-05-01,122
나이지리아,상용,2022-05-01,16
나이지리아,공용,2022-05-01,13
나이지리아,유학연수,2022-05-01,2
나이지리아,기타,2022-05-01,21
이집트,관광,2022-05-01,66
이집트,상용,2022-05-01,25
이집트,공용,2022-05-01,4
이집트,유학연수,2022-05-01,6
이집트,기타,2022-05-01,141
아프리카주 기타,관광,2022-05-01,407
아프리카주 기타,상용,2022-05-01,128
아프리카주 기타,공용,2022-05-01,73
아프리카주 기타,유학연수,2022-05-01,49
아프리카주 기타,기타,2022-05-01,599
기 타,관광,2022-05-01,12
기 타,상용,2022-05-01,0
기 타,공용,2022-05-01,0
기 타,유학연수,2022-05-01,0
기 타,기타,2022-05-01,2247
교포,기타,2022-05-01,2244
미상,관광,2022-05-01,12
미상,상용,2022-05-01,0
미상,공용,2022-05-01,0
미상,유학연수,2022-05-01,0
미상,기타,2022-05-01,3
전 체, ,2022-05-01,175922
전 체, ,2022-05-01,0
아시아주,관광,2022-06-01,53755
아시아주,상용,2022-06-01,5267
아시아주,공용,2022-06-01,789
아시아주,유학연수,2022-06-01,6139
아시아주,기타,2022-06-01,44191
일  본,관광,2022-06-01,2042
일  본,상용,2022-06-01,1861
일  본,공용,2022-06-01,25
일  본,유학연수,2022-06-01,734
일  본,기타,2022-06-01,1193
인  도,관광,2022-06-01,1782
인  도,상용,2022-06-01,1057
인  도,공용,2022-06-01,25
인  도,유학연수,2022-06-01,76
인  도,기타,2022-06-01,2220
베트남,관광,2022-06-01,4534
베트남,상용,2022-06-01,626
베트남,공용,2022-06-01,84
베트남,유학연수,2022-06-01,2721
베트남,기타,2022-06-01,4919
미얀마,관광,2022-06-01,1121
미얀마,상용,2022-06-01,26
미얀마,공용,2022-06-01,5
미얀마,유학연수,2022-06-01,169
미얀마,기타,2022-06-01,3954
몽  골,관광,2022-06-01,2813
몽  골,상용,2022-06-01,42
몽  골,공용,2022-06-01,161
몽  골,유학연수,2022-06-01,504
몽  골,기타,2022-06-01,344
스리랑카,관광,2022-06-01,112
스리랑카,상용,2022-06-01,10
스리랑카,공용,2022-06-01,4
스리랑카,유학연수,2022-06-01,5
스리랑카,기타,2022-06-01,1307
파키스탄,관광,2022-06-01,110
파키스탄,상용,2022-06-01,98
파키스탄,공용,2022-06-01,11
파키스탄,유학연수,2022-06-01,42
파키스탄,기타,2022-06-01,464
방글라데시,관광,2022-06-01,108
방글라데시,상용,2022-06-01,47
방글라데시,공용,2022-06-01,23
방글라데시,유학연수,2022-06-01,10
방글라데시,기타,2022-06-01,1025
중  국,관광,2022-06-01,3234
중  국,상용,2022-06-01,532
중  국,공용,2022-06-01,14
중  국,유학연수,2022-06-01,1239
중  국,기타,2022-06-01,7722
대  만,관광,2022-06-01,377
대  만,상용,2022-06-01,270
대  만,공용,2022-06-01,1
대  만,유학연수,2022-06-01,104
대  만,기타,2022-06-01,256
필리핀,관광,2022-06-01,6409
필리핀,상용,2022-06-01,125
필리핀,공용,2022-06-01,106
필리핀,유학연수,2022-06-01,43
필리핀,기타,2022-06-01,8456
홍  콩,관광,2022-06-01,297
홍  콩,상용,2022-06-01,143
홍  콩,공용,2022-06-01,0
홍  콩,유학연수,2022-06-01,164
홍  콩,기타,2022-06-01,58
태  국,관광,2022-06-01,15045
태  국,상용,2022-06-01,44
태  국,공용,2022-06-01,68
태  국,유학연수,2022-06-01,90
태  국,기타,2022-06-01,1575
말레이시아,관광,2022-06-01,2689
말레이시아,상용,2022-06-01,40
말레이시아,공용,2022-06-01,1
말레이시아,유학연수,2022-06-01,38
말레이시아,기타,2022-06-01,647
싱가포르,관광,2022-06-01,9549
싱가포르,상용,2022-06-01,264
싱가포르,공용,2022-06-01,3
싱가포르,유학연수,2022-06-01,9
싱가포르,기타,2022-06-01,637
인도네시아,관광,2022-06-01,3035
인도네시아,상용,2022-06-01,24
인도네시아,공용,2022-06-01,165
인도네시아,유학연수,2022-06-01,128
인도네시아,기타,2022-06-01,4913
아시아주 기타,관광,2022-06-01,498
아시아주 기타,상용,2022-06-01,58
아시아주 기타,공용,2022-06-01,93
아시아주 기타,유학연수,2022-06-01,63
아시아주 기타,기타,2022-06-01,4501
중 동,관광,2022-06-01,7090
중 동,상용,2022-06-01,496
중 동,공용,2022-06-01,39
중 동,유학연수,2022-06-01,447
중 동,기타,2022-06-01,4433
우즈베키스탄,관광,2022-06-01,625
우즈베키스탄,상용,2022-06-01,52
우즈베키스탄,공용,2022-06-01,9
우즈베키스탄,유학연수,2022-06-01,289
우즈베키스탄,기타,2022-06-01,2177
터  키,관광,2022-06-01,955
터  키,상용,2022-06-01,8
터  키,공용,2022-06-01,3
터  키,유학연수,2022-06-01,28
터  키,기타,2022-06-01,600
이스라엘,관광,2022-06-01,389
이스라엘,상용,2022-06-01,11
이스라엘,공용,2022-06-01,0
이스라엘,유학연수,2022-06-01,2
이스라엘,기타,2022-06-01,42
이  란,관광,2022-06-01,124
이  란,상용,2022-06-01,12
이  란,공용,2022-06-01,1
이  란,유학연수,2022-06-01,11
이  란,기타,2022-06-01,42
카자흐스탄,관광,2022-06-01,3594
카자흐스탄,상용,2022-06-01,11
카자흐스탄,공용,2022-06-01,4
카자흐스탄,유학연수,2022-06-01,70
카자흐스탄,기타,2022-06-01,1053
요르단,관광,2022-06-01,62
요르단,상용,2022-06-01,76
요르단,공용,2022-06-01,0
요르단,유학연수,2022-06-01,1
요르단,기타,2022-06-01,27
사우디아라비아,관광,2022-06-01,498
사우디아라비아,상용,2022-06-01,16
사우디아라비아,공용,2022-06-01,4
사우디아라비아,유학연수,2022-06-01,9
사우디아라비아,기타,2022-06-01,25
이라크,관광,2022-06-01,31
이라크,상용,2022-06-01,68
이라크,공용,2022-06-01,0
이라크,유학연수,2022-06-01,1
이라크,기타,2022-06-01,4
중 동 기타,관광,2022-06-01,812
중 동 기타,상용,2022-06-01,242
중 동 기타,공용,2022-06-01,18
중 동 기타,유학연수,2022-06-01,36
중 동 기타,기타,2022-06-01,463
미 주,관광,2022-06-01,48017
미 주,상용,2022-06-01,190
미 주,공용,2022-06-01,1682
미 주,유학연수,2022-06-01,161
미 주,기타,2022-06-01,14815
미  국,관광,2022-06-01,41871
미  국,상용,2022-06-01,136
미  국,공용,2022-06-01,1653
미  국,유학연수,2022-06-01,102
미  국,기타,2022-06-01,11682
에콰도르,관광,2022-06-01,33
에콰도르,상용,2022-06-01,0
에콰도르,공용,2022-06-01,2
에콰도르,유학연수,2022-06-01,2
에콰도르,기타,2022-06-01,9
쿠  바,관광,2022-06-01,0
쿠  바,상용,2022-06-01,2
쿠  바,공용,2022-06-01,0
쿠  바,유학연수,2022-06-01,0
쿠  바,기타,2022-06-01,4
캐나다,관광,2022-06-01,4482
캐나다,상용,2022-06-01,21
캐나다,공용,2022-06-01,9
캐나다,유학연수,2022-06-01,15
캐나다,기타,2022-06-01,2704
브라질,관광,2022-06-01,552
브라질,상용,2022-06-01,10
브라질,공용,2022-06-01,3
브라질,유학연수,2022-06-01,14
브라질,기타,2022-06-01,137
멕시코,관광,2022-06-01,403
멕시코,상용,2022-06-01,2
멕시코,공용,2022-06-01,3
멕시코,유학연수,2022-06-01,12
멕시코,기타,2022-06-01,129
칠  레,관광,2022-06-01,121
칠  레,상용,2022-06-01,15
칠  레,공용,2022-06-01,0
칠  레,유학연수,2022-06-01,3
칠  레,기타,2022-06-01,22
아르헨티나,관광,2022-06-01,92
아르헨티나,상용,2022-06-01,1
아르헨티나,공용,2022-06-01,1
아르헨티나,유학연수,2022-06-01,0
아르헨티나,기타,2022-06-01,25
콜롬비아,관광,2022-06-01,169
콜롬비아,상용,2022-06-01,0
콜롬비아,공용,2022-06-01,4
콜롬비아,유학연수,2022-06-01,4
콜롬비아,기타,2022-06-01,25
페  루,관광,2022-06-01,59
페  루,상용,2022-06-01,1
페  루,공용,2022-06-01,1
페  루,유학연수,2022-06-01,4
페  루,기타,2022-06-01,6
베네수엘라,관광,2022-06-01,20
베네수엘라,상용,2022-06-01,2
베네수엘라,공용,2022-06-01,0
베네수엘라,유학연수,2022-06-01,1
베네수엘라,기타,2022-06-01,16
미 주 기타,관광,2022-06-01,215
미 주 기타,상용,2022-06-01,0
미 주 기타,공용,2022-06-01,6
미 주 기타,유학연수,2022-06-01,4
미 주 기타,기타,2022-06-01,56
구 주,관광,2022-06-01,20164
구 주,상용,2022-06-01,404
구 주,공용,2022-06-01,84
구 주,유학연수,2022-06-01,391
구 주,기타,2022-06-01,9518
러시아(연방),관광,2022-06-01,1948
러시아(연방),상용,2022-06-01,42
러시아(연방),공용,2022-06-01,9
러시아(연방),유학연수,2022-06-01,63
러시아(연방),기타,2022-06-01,2338
폴란드,관광,2022-06-01,598
폴란드,상용,2022-06-01,14
폴란드,공용,2022-06-01,4
폴란드,유학연수,2022-06-01,11
폴란드,기타,2022-06-01,374
덴마크,관광,2022-06-01,394
덴마크,상용,2022-06-01,5
덴마크,공용,2022-06-01,1
덴마크,유학연수,2022-06-01,0
덴마크,기타,2022-06-01,53
그리스,관광,2022-06-01,297
그리스,상용,2022-06-01,2
그리스,공용,2022-06-01,0
그리스,유학연수,2022-06-01,2
그리스,기타,2022-06-01,104
스위스,관광,2022-06-01,493
스위스,상용,2022-06-01,5
스위스,공용,2022-06-01,0
스위스,유학연수,2022-06-01,9
스위스,기타,2022-06-01,45
노르웨이,관광,2022-06-01,417
노르웨이,상용,2022-06-01,8
노르웨이,공용,2022-06-01,0
노르웨이,유학연수,2022-06-01,6
노르웨이,기타,2022-06-01,41
스페인,관광,2022-06-01,747
스페인,상용,2022-06-01,7
스페인,공용,2022-06-01,5
스페인,유학연수,2022-06-01,22
스페인,기타,2022-06-01,120
루마니아,관광,2022-06-01,225
루마니아,상용,2022-06-01,11
루마니아,공용,2022-06-01,1
루마니아,유학연수,2022-06-01,0
루마니아,기타,2022-06-01,188
벨기에,관광,2022-06-01,418
벨기에,상용,2022-06-01,8
벨기에,공용,2022-06-01,1
벨기에,유학연수,2022-06-01,3
벨기에,기타,2022-06-01,133
독  일,관광,2022-06-01,3299
독  일,상용,2022-06-01,81
독  일,공용,2022-06-01,10
독  일,유학연수,2022-06-01,67
독  일,기타,2022-06-01,1543
영  국,관광,2022-06-01,2899
영  국,상용,2022-06-01,49
영  국,공용,2022-06-01,11
영  국,유학연수,2022-06-01,15
영  국,기타,2022-06-01,521
프랑스,관광,2022-06-01,3027
프랑스,상용,2022-06-01,76
프랑스,공용,2022-06-01,10
프랑스,유학연수,2022-06-01,95
프랑스,기타,2022-06-01,983
네덜란드,관광,2022-06-01,1060
네덜란드,상용,2022-06-01,9
네덜란드,공용,2022-06-01,3
네덜란드,유학연수,2022-06-01,13
네덜란드,기타,2022-06-01,926
우크라이나,관광,2022-06-01,384
우크라이나,상용,2022-06-01,12
우크라이나,공용,2022-06-01,3
우크라이나,유학연수,2022-06-01,10
우크라이나,기타,2022-06-01,687
이탈리아,관광,2022-06-01,1088
이탈리아,상용,2022-06-01,29
이탈리아,공용,2022-06-01,4
이탈리아,유학연수,2022-06-01,25
이탈리아,기타,2022-06-01,193
불가리아,관광,2022-06-01,72
불가리아,상용,2022-06-01,2
불가리아,공용,2022-06-01,0
불가리아,유학연수,2022-06-01,0
불가리아,기타,2022-06-01,211
스웨덴,관광,2022-06-01,729
스웨덴,상용,2022-06-01,7
스웨덴,공용,2022-06-01,2
스웨덴,유학연수,2022-06-01,8
스웨덴,기타,2022-06-01,39
구 주 기타,관광,2022-06-01,2069
구 주 기타,상용,2022-06-01,37
구 주 기타,공용,2022-06-01,20
구 주 기타,유학연수,2022-06-01,42
구 주 기타,기타,2022-06-01,1019
대양주,관광,2022-06-01,4098
대양주,상용,2022-06-01,108
대양주,공용,2022-06-01,26
대양주,유학연수,2022-06-01,8
대양주,기타,2022-06-01,920
오스트레일리아,관광,2022-06-01,3351
오스트레일리아,상용,2022-06-01,90
오스트레일리아,공용,2022-06-01,23
오스트레일리아,유학연수,2022-06-01,8
오스트레일리아,기타,2022-06-01,675
뉴질랜드,관광,2022-06-01,714
뉴질랜드,상용,2022-06-01,18
뉴질랜드,공용,2022-06-01,1
뉴질랜드,유학연수,2022-06-01,0
뉴질랜드,기타,2022-06-01,234
키리바시,관광,2022-06-01,1
키리바시,공용,2022-06-01,1
키리바시,유학연수,2022-06-01,0
키리바시,기타,2022-06-01,4
피  지,관광,2022-06-01,26
피  지,공용,2022-06-01,1
피  지,유학연수,2022-06-01,0
피  지,기타,2022-06-01,6
대양주 기타,관광,2022-06-01,6
대양주 기타,상용,2022-06-01,0
대양주 기타,공용,2022-06-01,0
대양주 기타,유학연수,2022-06-01,0
대양주 기타,기타,2022-06-01,1
아프리카주,관광,2022-06-01,755
아프리카주,상용,2022-06-01,209
아프리카주,공용,2022-06-01,42
아프리카주,유학연수,2022-06-01,69
아프리카주,기타,2022-06-01,957
남아프리카 공화국,관광,2022-06-01,156
남아프리카 공화국,상용,2022-06-01,0
남아프리카 공화국,공용,2022-06-01,0
남아프리카 공화국,유학연수,2022-06-01,2
남아프리카 공화국,기타,2022-06-01,149
나이지리아,관광,2022-06-01,31
나이지리아,상용,2022-06-01,35
나이지리아,공용,2022-06-01,3
나이지리아,유학연수,2022-06-01,2
나이지리아,기타,2022-06-01,13
이집트,관광,2022-06-01,136
이집트,상용,2022-06-01,41
이집트,공용,2022-06-01,0
이집트,유학연수,2022-06-01,6
이집트,기타,2022-06-01,152
아프리카주 기타,관광,2022-06-01,432
아프리카주 기타,상용,2022-06-01,133
아프리카주 기타,공용,2022-06-01,39
아프리카주 기타,유학연수,2022-06-01,59
아프리카주 기타,기타,2022-06-01,643
기 타,관광,2022-06-01,4
기 타,상용,2022-06-01,0
기 타,공용,2022-06-01,0
기 타,유학연수,2022-06-01,0
기 타,기타,2022-06-01,2445
교포,기타,2022-06-01,2445
